,track_id,title,artist,genre,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence
316,11922,galerie de portraits remix,WatFatMan,Hip-Hop,0.0248273312,0.6567903662,0.4971319354,0.0006088559,0.1035739459,0.2088478558,196.022,0.4092324181
317,11933,Tell Me What I Want,Isolated Atoms,Rock,0.0195466817,0.3060435116,0.5059012111,0.4270650139,0.1022847235,0.0470338024,135.952,0.3234834509
318,11937,Wir können auch anders,DavidBowman,Pop,0.1431999995,0.6730471515,0.4499390087,0.0041361835,0.04803161,0.0270494744,93.998,0.8718107405
319,12046,Well Water,Big Blood,Folk,0.9193734528,0.4136144271,0.5292294762,0.9702749901,0.2138989266,0.0242588632,92.043,0.5244880303
320,12047,Comin' Home Pt. I,Big Blood,Folk,0.993979989,0.292648655,0.3018977943,0.9199403369,0.121400372,0.0966844567,73.77,0.1276723009
321,12048,She Sells Sanctuary,Big Blood,Folk,0.9745760819,0.1649928914,0.196064474,0.6356343734,0.3237533011,0.0326665074,169.683,0.1735013213
322,12049,"On a Sunday, Years After",Big Blood,Folk,0.9927248929,0.0981169254,0.1557747943,0.9484433627,0.2221875213,0.0399103857,173.513,0.3282893389
323,12050,Echohead,Big Blood,Folk,0.9293512699,0.5907813593,0.5188232393,0.868610043,0.1001130267,0.0276099819,110.042,0.4250127997
324,12051,Comin' Home Pt. II,Big Blood,Folk,0.9945575072,0.2632460221,0.1045266309,0.6178509398,0.1202468884,0.0387129767,122.625,0.0520947331
325,12052,Breath in a Seed,Big Blood,Folk,0.9670752883,0.3870453995,0.1824576246,0.965888247,0.1120974375,0.0362552186,118.053,0.0685286228
326,12053,Land Upon Mud II,Big Blood,Folk,0.9925318455,0.5079919342,0.1866600943,0.7740780669,0.2367939624,0.0290753306,90.574,0.2197428862
327,12058,Land Upon Mud I,Big Blood,Folk,0.995226687,0.4059035833,0.4231754126,0.9306209974,0.3214785801,0.0257798677,92.017,0.3416145112
328,12059,Brotha-o-Brotha-o-,Big Blood,Folk,0.9073356273,0.5149160865,0.3568033687,0.3259865736,0.1200019801,0.0338947184,126.25,0.5249407968
329,12060,Heart of Glass,Big Blood,Folk,0.9644832941,0.479976746,0.4669092679,0.983535585,0.119637824,0.027627488,114.694,0.4321945606
330,12061,Do Insects Sleep?,Big Blood,Folk,0.9738493733,0.0534910198,0.2761549569,0.9564390538,0.1102470908,0.1021174086,212.415,0.0621665922
331,12062,Sleepin' Time,Big Blood,Folk,0.9695064254,0.4311350424,0.5813773224,0.9680266944,0.1815366807,0.0275103064,103.671,0.6518552697
332,12064,Beatle Bones 'N' Smokin' Stones,Big Blood,Folk,0.9225703937,0.4381212455,0.4011507205,0.422619151,0.1240996087,0.0418441028,81.229,0.0735099979
333,12065,So Old Again,Big Blood,Folk,0.8889885792,0.4762710014,0.6314903001,0.9421310326,0.1302053023,0.0263942183,99.504,0.4193574104
334,12066,Apes &amp; History (Swimmin in Paper),Big Blood,Folk,0.9833650241,0.3666483694,0.0448847824,0.066387593,0.0857525165,0.0335487211,101.769,0.0591716211
335,12067,For Four Beating Lungs,Big Blood,Folk,0.9903697959,0.1623222398,0.2345804663,0.9564350248,0.1375399435,0.0291439005,102.845,0.1230461871
336,12109,The Mysticism of my Fucking Sound,Preggy Peggy &amp; The Lazy Babymakers,International,0.9455631639,0.6468738985,0.2955139865,0.2222473276,0.060896718,0.0541090313,133.129,0.5028441126
337,12146,Kokoro (I Fall To Pieces),The Slants,Pop,0.4489720131,0.705576976,0.84820603,0.8497040691,0.0796268248,0.0320043454,120.002,0.9850936269
338,12147,Capture Me Burning,The Slants,Pop,0.0021043721,0.6037135024,0.970143647,0.8123606129,0.8128091472,0.0355519878,120.045,0.8613249044
339,12173,Mit der Schaufel aufs Ei,Coehn und Foehrb,Hip-Hop,0.4534462558,0.5211575151,0.423244018,1.77e-08,0.341717779,0.6069651476,171.956,0.8052493008
340,12174,Ode To Charles,Professor Kliq,Hip-Hop,0.0037485893,0.579292272,0.7723674086,0.8677529315,0.6915596041,0.0433308452,100.011,0.6492099005
341,12179,U Fine,Garmisch,Pop,0.0573573877,0.6097687964,0.1958791934,0.1074716704,0.1189292817,0.042143523,155.974,0.2186105585
342,12188,Gimme,Christine,Pop,0.1187474064,0.8841714922,0.4965008808,0.7304268164,0.2824754365,0.0764997751,120.011,0.8368345931
343,12189,Ultraviolence,Mr. Moods,Electronic,0.0042025072,0.4494676089,0.4136335875,0.8986222029,0.0882058015,0.0561194254,96.26,0.4775709694
344,12348,Fools With Tools,Koonda Holaa,Folk,0.9068979722,0.5633505873,0.5560875903,0.8587816808,0.3010356283,0.0319500342,130.282,0.2794159098
345,12349,Knickers to the Right,Koonda Holaa,Folk,0.7224057196,0.5741942371,0.5758465681,0.8512216353,0.3070311389,0.0379472478,146.652,0.2693933676
346,12350,It's Not Like You (Always),Koonda Holaa,Folk,0.8916675402,0.5334309787,0.509322565,0.8518794184,0.2690322711,0.0272399966,143.535,0.5831042478
347,12351,Gadget,Koonda Holaa,Folk,0.9747723354,0.2957183159,0.2832236008,0.9034229542,0.0850054009,0.0377293695,122.374,0.0925246038
348,12352,Try To Find Me,Koonda Holaa,Folk,0.9243113498,0.4329849509,0.2418321442,0.9529903844,0.296807464,0.0311188562,126.499,0.0560310146
349,12353,10 Acres of the Finest Sand,Koonda Holaa,Folk,0.971713631,0.2405230087,0.3949771252,0.9389742273,0.2873302313,0.0545608053,76.51,0.0945467949
350,12355,God Forsaken Town,Koonda Holaa,Folk,0.9854043736,0.442994671,0.1030873917,0.9093989309,0.1072919851,0.0310348817,59.831,0.0378674923
351,12376,"Good Morning, Bubblegum",The Harvey Girls,Pop,0.3938382534,0.7628115415,0.3976713112,0.1090203002,0.0793093198,0.1246051249,120.039,0.9693621689
352,12387,Spherical Hearts (Trondheim Remix),Norton,Pop,0.0637083011,0.7711763864,0.4093707426,0.0926167738,0.1137447643,0.039724757,122.019,0.7092559212
353,12390,Varal,Pipo Pegoraro,Pop,0.0595045595,0.6587170121,0.2927757318,0.0341156456,0.0989961648,0.042896176,151.971,0.3159425616
354,12394,Is It Too Late For Us All?,MUTE,Hip-Hop,0.5650588321,0.6323735025,0.3368541723,0.2790169988,0.2056720731,0.0480860626,87.989,0.0358849915
355,12481,Haystack (A.P.),Big Blood,Folk,0.9951665072,0.2289657827,0.2174439509,0.6216385068,0.1136355536,0.0298080055,94.737,0.0730306379
356,12482,She Said Nothing II,Big Blood,Folk,0.9053026155,0.2301241231,0.2467527137,0.9270898506,0.7248661528,0.0342580418,140.244,0.0559026203
357,12484,Frost Farm,Big Blood,Folk,0.9854669396,0.4849873568,0.2970213627,0.9223995938,0.6073266722,0.030165834,112.091,0.0596244838
358,12485,Got Wings?,Big Blood,Folk,0.9953350046,0.3393751472,0.6119731746,0.9650163731,0.3994321971,0.0374303853,107.083,0.63735238
359,12486,I'm So Glad,Big Blood,Folk,0.9890078478,0.3056649049,0.0446565972,0.9674035956,0.1110723798,0.037319734,142.075,0.0558327611
360,12487,So Po Swing,Big Blood,Folk,0.989575704,0.5697880667,0.3455103682,0.9527310981,0.1109055611,0.0291647066,99.409,0.5760908546
361,12488,Moon Perfume,Big Blood,Folk,0.9432204191,0.4096581631,0.1994532991,0.9359600265,0.485355406,0.0365371149,102.999,0.0387865617
362,12489,'Preese 'Preese,Big Blood,Folk,0.9460135832,0.4531413811,0.336253805,0.9703843824,0.5986422736,0.0282121547,110.18,0.1834228102
363,12490,I've Been A Baby All My Life (I Hope You Don't Expect A Man),Big Blood,Folk,0.9911346781,0.2297687451,0.300117114,0.9580854593,0.1901351265,0.0322506326,69.816,0.1629731593
364,12508,Satie (First Gnossienne),Big Blood,Folk,0.9737312928,0.0555955247,0.2181321007,0.963193889,0.122999012,0.0406101427,224.183,0.0719510051
365,12513,My Last Days As A Fish,Big Blood,Folk,0.8703463377,0.4657584861,0.563945747,0.9620323666,0.423473797,0.0347124705,107.396,0.5433627867
366,12514,Indang Pariman,Big Blood,Folk,0.9946744607,0.177637336,0.5105296314,0.9703617574,0.1269132891,0.0444710023,203.484,0.5434792018
367,12518,When you walk,Pipo Pegoraro,Pop,0.2718066897,0.8029903687,0.3129827019,0.0018040241,0.1626808723,0.4796758692,127.967,0.5640880663
368,12521,Never Get Out,Brad Sucks,Rock,0.641177584,0.6828912127,0.4039507167,0.2284780666,0.0835331822,0.0431778102,120.004,0.9475294488
369,12526,Time (Reprise) (Closing Credits),Virtu-oso,Hip-Hop,0.1356387864,0.7209619324,0.5826638015,0.8416863947,0.1061241673,0.0360763307,105.977,0.7433384661
370,12527,Solid Ground,Poxfil,Pop,0.5198080736,0.6730733287,0.2574782858,0.8536964333,0.1002319741,0.0320229724,120.01,0.3199972696
371,12530,Stalker,You Are My Everything,Pop,0.3186481632,0.4609126382,0.398087432,0.9444670948,0.1361180824,0.0375948446,100.016,0.2468467097
372,12531,Que Le Hip-Hop Renaisse,Empathik,Hip-Hop,0.7454794841,0.6896168541,0.4658254269,7.841e-07,0.0907444382,0.4618330546,182.032,0.7026632975
373,12532,Sweet Man Like Me,Nils Hoffmann,Pop,0.9172405845,0.764565992,0.4620128857,0.9524461773,0.1223739497,0.0416293392,102.982,0.2729863789
374,12537,Maree Lunaire,Smoking After,Pop,0.3354136141,0.440933717,0.3809031845,0.8558023506,0.1945671158,0.0261727809,170.057,0.1326713424
375,12551,I Don't Want To Live On The Moon,Georgia,Pop,0.9248362112,0.6126259252,0.2133469253,0.6245422802,0.0941137966,0.0277748402,75.012,0.263416485
376,12986,I Will Swallow The Sea,Nick Jaina,Folk,0.8506811325,0.5096124863,0.2650684048,0.0563531429,0.1163068461,0.0903160601,84.37,0.7722864978
377,13191,Outside To Play,Emily In Love,Pop,0.9661073208,0.5751108974,0.1498959283,0.4028291652,0.1267705653,0.0419328652,55.991,0.3808954642
378,13197,Different Day,First,Pop,0.7124407824,0.525856479,0.1672363262,0.3096825518,0.1113103049,0.0398851323,116.015,0.0630628628
379,13199,No Mas,Tha Silent Partner,Hip-Hop,0.0765757524,0.6224166802,0.403015198,0.9374753716,0.4101091671,0.0232337297,91.992,0.7586973609
380,13201,Moy Moy Moy,Ghostown,Hip-Hop,0.2527715335,0.6506403521,0.3797654874,0.5583728543,0.0879976241,0.1241428273,196.093,0.3969966512
381,13218,Perdon,Sebastian Kramer,Pop,0.1333159604,0.6242300327,0.1810963124,0.9104362902,0.1660602547,0.0272302705,100.006,0.4446586866
382,13220,Horse On A Rock,Chapi Chapo &amp; Les Petites Musiques de Pluie,Pop,6.24891e-05,0.5525332223,0.5064044458,0.7598634571,0.185287502,0.0363581974,124.985,0.4435292096
383,13328,Street Wild Lover,Morad Stars,Pop,0.6680817008,0.5744195852,0.6461903422,0.3924535721,0.2584410292,0.0402693568,114.867,0.4881573304
384,13362,All The Working Girls,Mabafu,Pop,0.0115683003,0.6667185647,0.2965866757,0.8689246279,0.0923431229,0.1015020488,199.989,0.5960818711
385,13378,I Wish,Peter Fox Simon,Pop,0.668785616,0.7997681253,0.5368466966,0.4501254365,0.1040827309,0.0432361229,120.019,0.9228148179
386,13474,Then,Black Era,Electronic,0.8804302731,0.6634015644,0.5333815593,0.7771995777,0.1030254086,0.035244197,100.014,0.595349013
387,13556,Let Me Go,STEEP,Rock,0.0312390472,0.5913065306,0.5536465336,0.0005770495,0.1734964395,0.0283855477,84.978,0.9018224131
388,13561,The Dao of Sun Zoo,Sun Zoo,Hip-Hop,0.4215960238,0.712685212,0.4396946428,2.44629e-05,0.1402926906,0.1101970878,100.212,0.6630685878
389,13562,It's Not Jazzz,Maniax Memori,Electronic,0.0094309586,0.6861125136,0.5522799487,0.8535065426,0.2267909188,0.0271927538,99.978,0.7099116552
390,13566,New Pirates (featuring DJ HDL),Sun Zoo,Hip-Hop,0.3974749405,0.7124683474,0.2624282074,0.0041829609,0.2889733548,0.2788279163,93.022,0.3960530119
391,13591,Johnny Marr,Ghostown,Hip-Hop,0.9217961927,0.762777792,0.4791873553,0.0533897002,0.1337704368,0.0633081999,97.713,0.8728907485
392,13596,Insane,b-Shake,Rock,5.38618e-05,0.4529751744,0.4169794095,0.771973211,0.1080016502,0.0316070786,148.702,0.3175380519
393,13666,Seven Faces of Him,M.A.Z.C.A.,Rock,0.3258822309,0.5127055731,0.7099950616,0.9127534688,0.5022967569,0.0674447693,130.188,0.05163488
394,13668,No Time For Lookin' Back,This One,Electronic,0.0083111503,0.5610991451,0.2927917864,0.7780502871,0.0831936188,0.1733957238,200.076,0.2941244062
395,13670,Nada P Flojos,Raflesia,Hip-Hop,0.8786733659,0.683980829,0.5494122861,9.29187e-05,0.0651842414,0.4104873528,195.693,0.9609997752
396,13735,Funktions Prod. Sci Fi,Tha Connection,Hip-Hop,0.7690456139,0.3242227505,0.6004424348,1.5153e-06,0.1135982094,0.1884956681,79.105,0.1892344286
397,13747,Must Be a Hit,Laws,Hip-Hop,0.3805746639,0.4378545102,0.8521456467,4e-10,0.3279680821,0.7256666951,60.678,0.7356249213
398,13748,Speak Your Mind feat. Hard Target,Laws,Hip-Hop,0.2211352965,0.4831372701,0.8626700429,3.209e-07,0.1632646275,0.0624096872,148.081,0.7038543972
399,13749,110% (radio edit),Laws,Hip-Hop,0.6907988444,0.4369947663,0.8895635305,0.0,0.3160919899,0.2262804391,129.914,0.8432896913
400,13767,Deranged Barber,Majik Most,Hip-Hop,0.2638132759,0.4712512934,0.4445628622,1.81e-06,0.25129436,0.4034515478,94.737,0.6228095579
401,13768,Just a Feelin',Majik Most,Hip-Hop,0.3372348297,0.6790400226,0.4453594025,0.0001814761,0.1283768018,0.1442882398,93.194,0.8374895821
402,13927,Deep River Blues,Janet Bean,Folk,0.8846120165,0.6308724692,0.3791991746,0.2006170779,0.0976801453,0.0371833141,142.889,0.8165242108
403,13928,Shady Groove,Colby Maddox,Folk,0.968461696,0.4098646194,0.3623579708,0.4248895705,0.10391655,0.0343899997,178.722,0.8198704254
404,13929,Home On The Range,Old Town School Of Folk Music (Various),Folk,0.9614629317,0.3892622554,0.0858826706,0.0001215484,0.1081020964,0.034638927,140.937,0.3600904686
405,13930,John Henry,Foghorn Stringband,Folk,0.810056698,0.648931489,0.7294484849,0.8194576219,0.1294346023,0.0367075968,130.802,0.9408478611
406,14344,Ecclesia,Ambienteer,Electronic,0.0369038664,0.6276122921,0.2029799896,0.9292586084,0.0768478147,0.0389516056,100.022,0.1595228741
407,14358,Rain,Bilal Bashir &amp; Divine Styler,Hip-Hop,0.025280003,0.8056083003,0.6025825277,0.9162396427,0.0613217074,0.2261875567,169.563,0.9614480941
408,14363,4:15 p.m. (Thursday),Thaione Davis,Hip-Hop,0.0839070342,0.8207490946,0.7364503194,0.9086951353,0.0882254824,0.0603370911,116.978,0.3603220428
409,14365,Requiem for Stateway,Thaione Davis,Hip-Hop,0.0899911303,0.7418334148,0.4612788638,0.8913030496,0.1177679869,0.0647608795,163.877,0.565653204
410,14386,I Love Hip Hop,9th Scientist,Hip-Hop,0.0727370613,0.6839096107,0.5139434067,0.0172515696,0.1680788635,0.3487382768,179.268,0.3384434529
411,14391,Freeze,Clan Destined,Hip-Hop,0.0109928189,0.6421947448,0.4501243286,0.0380153459,0.2205411251,0.0893746775,95.773,0.3168072016
412,14538,Infrared Beams,Opio,Hip-Hop,0.9442715696,0.4599443229,0.5236104106,0.8997652716,0.106044664,0.0932051689,113.904,0.5836589285
413,14539,Intro,Opio,Hip-Hop,0.9914314166,0.250858506,0.7364446097,0.9246075946,0.3487249488,0.1010602383,188.755,0.6445485211
414,14541,Different,Opio,Hip-Hop,0.9781878927,0.6844208005,0.5658445185,0.1325520896,0.1132629158,0.1087644506,166.758,0.939275117
415,14542,Due Damage,Opio,Hip-Hop,0.972145137,0.5726878431,0.6095254148,0.7058416656,0.0942054487,0.6874554655,203.471,0.6984322767
416,14568,Monkey Dance,Ergo Phizmiz,Instrumental,0.9948268892,0.5496990676,0.6127986616,0.9536202475,0.104199863,0.0326748749,150.031,0.7809204655
417,14569,Gretchen's Tango,Ergo Phizmiz,Instrumental,0.9889851074,0.55867913,0.22731642,0.9579333819,0.0827729659,0.027636616,100.031,0.231599744
418,14570,So Wunsch Ich Dir,Ergo Phizmiz,Instrumental,0.9943762553,0.2336131429,0.0017436036,0.7278338348,0.3813704814,0.0479112861,99.319,0.0981156241
419,14571,Through the Doors of the Circus,Ergo Phizmiz,Instrumental,0.9957403387,0.7406531631,0.5375216312,0.9507431831,0.0895684841,0.0643883289,120.062,0.0997190339
420,14576,Funeral March For A Marionette,Ergo Phizmiz,Instrumental,0.9801693643,0.8232739094,0.173511595,0.9272701888,0.1048364009,0.0816244728,109.564,0.1575759285
421,14577,Garden Theme,Ergo Phizmiz,Instrumental,0.9736370949,0.4323381481,0.397975513,0.9621992035,0.1101352697,0.0516060795,91.741,0.1538474231
422,14578,Vespers,Ergo Phizmiz,Instrumental,0.994661205,0.5301277484,0.3299114845,0.9683245291,0.1164867438,0.0426727363,119.627,0.0486215889
423,14579,Gretchen's Waltz,Ergo Phizmiz,Instrumental,0.9941132863,0.7558218238,0.2802326498,0.9545754262,0.0742475449,0.0457218487,130.064,0.0356921416
424,14580,Music For Darkness,Ergo Phizmiz,Instrumental,0.8127328256,0.3413675813,0.8779378016,0.9097200449,0.5027717751,0.5806301912,180.724,0.1834431016
425,14581,Dance With a Ball of Emperor Rudolf II,Ergo Phizmiz,Instrumental,0.9938270175,0.6921826333,0.0391112836,0.9498603753,0.1096870638,0.1299515052,120.913,0.4007438268
426,14583,Ride On A Chair Running,Ergo Phizmiz,Instrumental,0.9912306678,0.7278153312,0.7333425316,0.9504903217,0.1387519619,0.0420724507,120.055,0.9628203728
427,14584,Dream Garden,Ergo Phizmiz,Instrumental,0.9710266185,0.4729641257,0.1178625156,0.9679459428,0.1238713962,0.0379063847,119.493,0.0376406015
428,14585,The Dream of Sergei Prokofiev and Waltz,Ergo Phizmiz,Instrumental,0.9924246804,0.5701787865,0.5339827617,0.9432522938,0.3310308252,0.0307843274,120.025,0.081258632
429,14586,Music for an Underground Circus,Ergo Phizmiz,Instrumental,0.9899375525,0.54620394,0.0492936732,0.7034724221,0.292434405,0.0330280551,90.083,0.070292223
430,14588,Music To Watch Girls Smash By,Ergo Phizmiz,Instrumental,0.5097014172,0.4282222099,0.834016893,0.9066610205,0.5938111903,0.0452422373,65.356,0.9003565273
431,14589,Sad Story,Ergo Phizmiz,Instrumental,0.619038184,0.5408319463,0.3031245992,0.9088964489,0.1213908823,0.0421819856,130.507,0.1778597515
432,14590,Helen Entrance,Ergo Phizmiz,Instrumental,0.9902347231,0.5375137342,0.3893520752,0.5618506363,0.0948047128,0.0602258494,79.981,0.1825810659
433,14653,Bad Sign,Brad Sucks,Rock,0.6224992276,0.6929859925,0.6610260252,0.9052107812,0.3135003308,0.0276905942,109.962,0.8009866274
434,14733,Mania,Throwing Muses,Rock,0.7276457459,0.2997518414,0.7021224145,0.5292046116,0.9238058993,0.0324447553,132.103,0.5569079995
435,14734,Shark,Throwing Muses,Rock,0.6658074048,0.2921163817,0.661369814,0.6457028105,0.1542322086,0.0280284527,193.934,0.5422045255
436,14735,Start,Throwing Muses,Rock,0.3627313236,0.3833517666,0.5860986729,0.3753829526,0.2755481262,0.0287250052,113.747,0.286459198
437,14736,Hazing,Throwing Muses,Rock,0.2322002876,0.4626820204,0.5664738951,0.6710581967,0.0841808756,0.0462582108,131.175,0.2842799713
438,14737,Speed and Sleep,Throwing Muses,Rock,0.2376813901,0.432604559,0.5477720707,0.3621770261,0.5067982024,0.0285387837,91.133,0.5028419758
439,14738,Devil's Roof,Throwing Muses,Rock,0.7916924805,0.5567518749,0.563519138,0.8540129845,0.1090325963,0.0295466994,105.241,0.5637416624
440,14739,Say Goodbye,Throwing Muses,Rock,0.6109727577,0.4639397648,0.5922815974,0.864863107,0.1938398828,0.0393531306,120.193,0.3348846601
441,14740,Tar Kissers,Throwing Muses,Rock,0.7827446676,0.3564478782,0.5909456738,0.9134695048,0.6703779063,0.0343878948,173.24,0.5707804323
442,14741,Limbo,Throwing Muses,Rock,0.3479098207,0.601866379,0.5647099745,0.8780081296,0.582797342,0.0259498155,99.409,0.9307337118
443,14742,Bright Yellow Gun,Throwing Muses,Rock,0.6582379455,0.4884634048,0.7253259647,0.0961005675,0.6955081921,0.0342721118,129.344,0.7483750192
444,14743,Vicky's Box,Throwing Muses,Rock,0.3661073716,0.5035043308,0.5428690467,0.1104446805,0.6603518306,0.0503808048,123.149,0.4934352077
445,14744,Bea,Throwing Muses,Rock,0.6527170894,0.369429271,0.7155498655,0.5645866346,0.6835889406,0.0402484426,110.821,0.2419696209
446,14745,Pearl,Throwing Muses,Rock,0.9399236684,0.3245984081,0.4985683118,0.1739895275,0.1125466757,0.0494412367,126.182,0.0456416014
447,14869,ukelele,violett,Electronic,2.87537e-05,0.5427369631,0.5003709539,0.9200872347,0.0752198058,0.0485174833,125.082,0.0522069934
448,15210,Go Away,Seven,Hip-Hop,0.2527454717,0.2981333229,0.6417954576,0.0029658267,0.1473243323,0.1687921141,84.135,0.7886741556
449,16155,Nihilist,JJM,Pop,0.4600122066,0.7073129183,0.5467826646,0.7940243488,0.1068000056,0.0467385446,140.005,0.9619901791
450,16158,Animals,Entertainment for the Braindead,Pop,0.9875356322,0.4543062331,0.0863229645,0.9160467427,0.1397577661,0.0377305528,111.842,0.1994467136
451,16162,Rock da Dam (Featuring Portformat),Comfort Fit,Hip-Hop,0.0079947708,0.800172654,0.3676289396,0.8969743124,0.1419642185,0.0620485051,93.038,0.5179123516
452,16163,11:11,Christopher Joel,Pop,0.3287824046,0.601979182,0.3777431156,0.0007124718,0.1757818451,0.02801245,140.008,0.963822025
453,16334,Kapi Radja (Ape King),Peliatan Gamelan,International,0.7929707122,0.2786340502,0.4872018857,0.894284392,0.3184988835,0.0434067087,145.321,0.1795136804
454,16337,Falling,Twizzle,Pop,0.9800897961,0.6522198189,0.1656916419,0.5288952719,0.1085298592,0.0270577261,104.72,0.0782231501
455,16338,Black Elk Mountain,Twizzle,Pop,0.8965171469,0.7317133879,0.2060829697,0.8009020991,0.1655312572,0.0315466938,141.882,0.3371086338
456,16339,This Is No Chanson,Twizzle,Pop,0.8531974568,0.7504557928,0.3662841304,0.8674348831,0.086898172,0.0471278216,97.343,0.7238434737
457,16340,Barefoot Girl/ Pebble Road,Twizzle,Pop,0.8782942106,0.7297003516,0.3724784728,0.7718840464,0.195930534,0.0772512557,161.066,0.7804525232
458,16354,Rose of Los Angeles,Michael Gira,Rock,0.9167221452,0.2608945449,0.2046624654,0.2090022662,0.1061152687,0.0392337345,207.667,0.1010979143
459,16819,Mission Bucharest,Pharaos,Rock,0.9707917792,0.3309651592,0.8516879605,0.9320123933,0.0864958086,0.0358198932,131.869,0.8390209238
460,16820,Investigation,Pharaos,Rock,0.9831937449,0.5605490605,0.8962841968,0.9627837859,0.0998126585,0.041531615,94.92,0.8525326958
461,16821,The Pharaos' Theme,Pharaos,Rock,0.9401030004,0.4407446526,0.6710414959,0.9689105295,0.080300731,0.067770427,164.427,0.6474017014
462,16822,Warzaw Express,Pharaos,Rock,0.5274395777,0.4999770296,0.4452749399,0.8828808323,0.1021683211,0.0311798226,142.14,0.6180127736
463,16879,Yesterday,Pre,Hip-Hop,0.4437346646,0.75790119,0.7466936626,0.8985255189,0.095410332,0.05892112,162.339,0.7142904138
464,16880,Lampion,Pre,Hip-Hop,0.2250545184,0.5007935955,0.6016064883,0.7756921781,0.157269678,0.0318151296,88.97,0.490752511
465,17132,Mai,Love Story In Blood Red,Folk,0.8005964103,0.5545034608,0.5995602812,0.1740651567,0.4304484667,0.0970778108,96.597,0.2242754663
466,17462,Baby With A Bamboo Heart,Soul Celtics,Rock,0.8940059396,0.5757735752,0.2110639933,0.8468605807,0.1115676843,0.0352603902,86.622,0.5922385009
467,17491,Weebles (Featuring Dabbla),Formula,Hip-Hop,0.8774470384,0.5639990629,0.4697717871,0.0124895142,0.7139760112,0.2922937392,176.067,0.369888815
468,17496,Scary Thoughts + Scary Dreams,Formula,Hip-Hop,0.3951342656,0.5193963338,0.181637945,0.7412245829,0.1055171713,0.0499846876,103.895,0.1003578291
469,17499,The Way the World Ends,Formula,Hip-Hop,0.3012620159,0.7493421051,0.3115511449,0.8722446297,0.1130025058,0.1629503489,76.675,0.3660983812
470,17500,"X Man (Featuring Zack S. Byer, Dabbla, Cobes & Aynzli Jones)",Formula,Hip-Hop,0.8271364227,0.6353711524,0.4710026898,4.0825e-05,0.3434370046,0.2858746917,85.935,0.7535442936
471,17631,Jaliya,Jalikebba Kuyateh and the Toubabs,International,0.9411403109,0.4436359846,0.5500664257,0.1401465136,0.1156836638,0.0372602296,144.029,0.7398233281
472,17632,N' Latéla,Jalikebba Kuyateh and the Toubabs,International,0.7527029701,0.4045518389,0.5153245512,0.0335023731,0.1804096681,0.0308093744,94.419,0.6449921492
473,17633,Caira,Jalikebba Kuyateh and the Toubabs,International,0.7633295783,0.6071116098,0.6358520996,0.9238582642,0.0837560283,0.0359692093,80.806,0.7391056956
474,17634,M.Samba,Jalikebba Kuyateh and the Toubabs,International,0.9701292823,0.4122222637,0.5765773527,0.1756076249,0.1223214468,0.0392579018,115.367,0.6833921108
475,17635,Signolu,Jalikebba Kuyateh and the Toubabs,International,0.8334470466,0.5041186421,0.5776015753,0.7543817719,0.1559095029,0.0450294112,157.805,0.9405473261
476,17636,Griot and the Family,Jalikebba Kuyateh and the Toubabs,International,0.8618158582,0.5468820269,0.4962728663,0.1446681923,0.6078827924,0.0684442427,157.329,0.7758772769
477,17637,Bamba Bojang,Jalikebba Kuyateh and the Toubabs,International,0.963946432,0.4659031413,0.4855401858,0.1354298322,0.9483699166,0.1630480159,149.769,0.6868591905
478,17782,Sit on the Moon,LoveJones and Phys Edison,Hip-Hop,0.1100413549,0.6576933764,0.6983211793,0.2514573339,0.0953450358,0.3449464557,157.028,0.6924511469
479,17884,End to Joy,Covox,Electronic,0.0232691698,0.4315569942,0.8912399205,0.6083563579,0.2726286696,0.029028074,140.274,0.1380440913
480,18159,Just Your Game,The Friendly Dimension,Folk,0.935345448,0.5179355083,0.4941789836,0.8076411151,0.1226131246,0.0359041726,143.262,0.2707932796
481,18197,Happening for Lulu,Kraus,Rock,0.9514545271,0.4046077618,0.6779928046,0.9717516332,0.1000803316,0.0429560225,110.4,0.7783154394
482,18607,Dear Giulietta,Kraus,Rock,0.9856355313,0.3851650028,0.6329563025,0.9693799033,0.1478750674,0.0738362375,141.271,0.0969223936
483,18611,"I Love You, I'm Sorry",Kraus,Rock,0.8427618004,0.331685639,0.6191765799,0.9728700043,0.0829905576,0.0532137857,130.274,0.4966851351
484,19073,One Stringed Harp,Bell X1,Pop,0.9270624195,0.5725892164,0.0156739208,0.1244524206,0.1108362481,0.0399340646,119.605,0.2463813307
485,19074,The Great Defector,Bell X1,Pop,0.9462650126,0.5977639137,0.2413184523,0.8691777831,0.1150230667,0.0335713878,89.919,0.5970582341
486,19425,Seventeen,Auto-Pilot,Pop,0.0023832142,0.6161481181,0.4949884702,0.8715972453,0.0827426626,0.0555429848,120.037,0.5277552347
487,19438,Stumble,Just Plain Ant,Hip-Hop,0.0737360078,0.7651846141,0.4109888449,0.9303950108,0.0689765429,0.0361369331,89.308,0.8185945303
488,19439,God Damn,Sleaze,Hip-Hop,0.7158045744,0.6015724736,0.5395074847,0.8206969004,0.1286125255,0.0776467385,186.464,0.7259199819
489,19441,Resolutions (Chris Summer Remix),Entertainment for the Braindead,Pop,0.119963177,0.5344576058,0.4223139781,0.7967178653,0.1070062228,0.0296348706,128.043,0.7163739558
